rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
49,doi:10.48550/arxiv.2310.12931,Eureka: Human-Level Reward Design via Coding Large Language Models,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2310.12931,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
50,doi:10.20965/jrm.2025.p0434,Skill Implemented Motion Planning for Precision Assembly Task of Part Mating Gears,2025,Journal of Robotics and Mechatronics,https://doi.org/10.20965/jrm.2025.p0434,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
51,arxiv:2602.03973v1,VLS: Steering Pretrained Robot Policies via Vision-Language Models,2026,arXiv,http://arxiv.org/abs/2602.03973v1,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
52,doi:10.1155/2019/5015741,Evaluation of Image Enhancement Techniques for Vision-Based Navigation under Low Illumination,2019,Journal of Robotics,https://doi.org/10.1155/2019/5015741,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
53,arxiv:2606.09630v1,ReCoVLA: VLM-Guided Reward Compilation for Failure Recovery in Vision-Language-Action Policies,2026,arXiv,http://arxiv.org/abs/2606.09630v1,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
54,doi:10.21070/prozima.v9i2.1761,Evaluation of Quality Failures in the Production Process Using the Seven Tools and Failure Mode and Effect Analysis (FMEA),2025,"PROZIMA (Productivity, Optimization and Manufacturing System Engineering)",https://doi.org/10.21070/prozima.v9i2.1761,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
55,doi:10.1177/02783649211038280,"Representation, learning, and planning algorithms for geometric task and motion planning",2022,The International Journal of Robotics Research,https://doi.org/10.1177/02783649211038280,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
56,doi:10.31763/ijrcs.v5i5.2054,Design and Fabrication of a 6-DOF Articulated Robotic Arm for Research and Educational Applications,2025,International Journal of Robotics and Control Systems,https://doi.org/10.31763/ijrcs.v5i5.2054,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
57,arxiv:2503.06060v1,STAR: A Foundation Model-driven Framework for Robust Task Planning and Failure Recovery in Robotic Systems,2025,arXiv,http://arxiv.org/abs/2503.06060v1,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
58,arxiv:2605.08434v2,Failing Forward: Adaptive Failure-Informed Learning for Vision-Language-Action Models,2026,arXiv,http://arxiv.org/abs/2605.08434v2,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
59,doi:10.1109/ica-symp.2019.8646140,Design of State Feedback Traffic Control Using Hierarchical Distributed Control Framework,2019,"2019 First International Symposium on Instrumentation, Control, Artificial Intelligence, and Robotics (ICA-SYMP)",https://doi.org/10.1109/ica-symp.2019.8646140,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
60,doi:10.1142/s2972335325500073,STAR: A Foundation Model-Driven Framework for Robust Task Planning and Failure Recovery in Robotic Systems,2025,International Journal of Artificial Intelligence and Robotics Research,https://doi.org/10.1142/s2972335325500073,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
61,doi:10.2139/ssrn.6552798,"TRASH-35: A Systems-Level Model for Diagnosing Functional Failure in Technologies That ""Should Work""",,,https://doi.org/10.2139/ssrn.6552798,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
62,arxiv:2207.05006v1,TASKOGRAPHY: Evaluating robot task planning over large 3D scene graphs,2022,arXiv,http://arxiv.org/abs/2207.05006v1,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
63,doi:10.1080/01691864.2024.2393408,Reflectance estimation for proximity sensing by vision-language models: utilizing distributional semantics for low-level cognition in robotics,2024,Advanced Robotics,https://doi.org/10.1080/01691864.2024.2393408,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
64,arxiv:2502.16899v1,Gazing at Failure: Investigating Human Gaze in Response to Robot Failure in Collaborative Tasks,2025,arXiv,http://arxiv.org/abs/2502.16899v1,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
65,arxiv:2605.12674v1,Revealing Interpretable Failure Modes of VLMs,2026,arXiv,http://arxiv.org/abs/2605.12674v1,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
66,arxiv:2602.19710v2,Universal Pose Pretraining for Generalizable Vision-Language-Action Policies,2026,arXiv,http://arxiv.org/abs/2602.19710v2,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
67,arxiv:2506.13679v1,ROSA: Harnessing Robot States for Vision-Language and Action Alignment,2025,arXiv,http://arxiv.org/abs/2506.13679v1,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
68,doi:10.1007/s12525-022-00613-4,"Users taking the blame? How service failure, recovery, and robot design affect user attributions and retention",2022,Electronic Markets,https://doi.org/10.1007/s12525-022-00613-4,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
69,arxiv:2602.21670v2,Hierarchical LLM-Based Multi-Agent Framework with Prompt Optimization for Multi-Robot Task Planning,2026,arXiv,http://arxiv.org/abs/2602.21670v2,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
70,doi:10.1145/3583136,Recent Trends in Task and Motion Planning for Robotics: A Survey,2023,ACM Computing Surveys,https://doi.org/10.1145/3583136,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
71,doi:10.1162/pres.1996.5.4.416,Task-Level Object Grasping for Simulated Agents,1996,Presence: Teleoperators and Virtual Environments,https://doi.org/10.1162/pres.1996.5.4.416,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
72,doi:10.1609/aaai.v40i22.38902,DiTEA: Mixture-of-Experts for Vision-Language-Action Model in Robotic Manipulation,2026,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i22.38902,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
73,arxiv:2411.18711v4,Evaluating Vision-Language Models as Evaluators in Path Planning,2024,arXiv,http://arxiv.org/abs/2411.18711v4,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
74,doi:10.22541/au.172508260.09230076/v1,Dynamic Modelling and Design of Hierarchical Sliding Mode Control for a Two-Wheeled Self-Balancing Mobile Robot Moving on a Muddy Road.,,,https://doi.org/10.22541/au.172508260.09230076/v1,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
75,doi:10.1109/ro-man63969.2025.11217709,Robot Arms Too Short? Explaining Motion Planning Failures using Design Optimization,2025,2025 34th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),https://doi.org/10.1109/ro-man63969.2025.11217709,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
76,doi:10.15607/rss.2025.xxi.099,Hierarchical Temporal Logic Task and Motion Planning for Multi-Robot Systems,2025,Robotics: Science and Systems XXI,https://doi.org/10.15607/rss.2025.xxi.099,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
77,doi:10.1371/journal.pone.0238133,Expectations vs. actual behavior of a social robot: An experimental investigation of the effects of a social robot’s interaction skill level and its expected future role on people’s evaluations,2020,PLoS ONE,https://doi.org/10.1371/journal.pone.0238133,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
78,arxiv:2603.06987v1,Foundational World Models Accurately Detect Bimanual Manipulator Failures,2026,arXiv,http://arxiv.org/abs/2603.06987v1,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
79,doi:10.1093/elt/ccab051,Does planning before writing help? Options for pre-task planning in the teaching of writing,2022,ELT Journal,https://doi.org/10.1093/elt/ccab051,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
80,doi:10.1142/s2972335324500029,Consolidating Trees of Robotic Plans Generated Using Large Language Models to Improve Reliability,2024,International Journal of Artificial Intelligence and Robotics Research,https://doi.org/10.1142/s2972335324500029,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
81,doi:10.1109/lra.2021.3056370,Human-Aware Robot Task Planning Based on a Hierarchical Task Model,2021,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2021.3056370,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
82,arxiv:2309.08052v1,A Bayesian approach to breaking things: efficiently predicting and repairing failure modes via sampling,2023,arXiv,http://arxiv.org/abs/2309.08052v1,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
83,doi:10.1115/dscc2020-3312,"Design, Modeling, and Identification of an Experimental Liquid-Level Control System: Enabling Research in Fault Diagnosis",2020,Volume 1: Adaptive/Intelligent Sys. Control; Driver Assistance/Autonomous Tech.; Control Design Methods; Nonlinear Control; Robotics; Assistive/Rehabilitation Devices; Biomedical/Neural Systems; Building Energy Systems; Connected Vehicle Systems; Control/Estimation of Energy Systems; Control Apps.; Smart Buildings/Microgrids; Education; Human-Robot Systems; Soft Mechatronics/Robotic Components/Systems; Energy/Power Systems; Energy Storage; Estimation/Identification; Vehicle Efficiency/Emissions,https://doi.org/10.1115/dscc2020-3312,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
84,doi:10.3390/electronics14132692,Modified Dual Hierarchical Terminal Sliding Mode Control Design for Two-Wheeled Self-Balancing Robot,2025,Electronics,https://doi.org/10.3390/electronics14132692,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
85,doi:10.3390/s23052818,Leveraging Active Learning for Failure Mode Acquisition,2023,Sensors,https://doi.org/10.3390/s23052818,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
86,doi:10.1109/ricai64321.2024.10911477,Design and Application of a Multi-task Legal Large Language Model,2024,"2024 6th International Conference on Robotics, Intelligent Control and Artificial Intelligence (RICAI)",https://doi.org/10.1109/ricai64321.2024.10911477,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
87,doi:10.48550/arxiv.2402.10211,Hierarchical State Space Models for Continuous Sequence-to-Sequence Modeling,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2402.10211,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
88,doi:10.1609/icaps.v20i1.13436,Combined Task and Motion Planning for Mobile Manipulation,2010,Proceedings of the International Conference on Automated Planning and Scheduling,https://doi.org/10.1609/icaps.v20i1.13436,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
89,doi:10.1109/lra.2016.2535907,A Hierarchical Human-Robot Interaction-Planning Framework for Task Allocation in Collaborative Industrial Assembly Processes,2017,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2016.2535907,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
90,doi:10.1109/iros.2016.7759434,Robotic playing for hierarchical complex skill learning,2016,,https://doi.org/10.1109/iros.2016.7759434,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
91,doi:10.22541/au.173101401.16810534/v1,Dynamic Modelling and Design of Hierarchical Sliding Mode Control for a Two-Wheeled Self-Balancing Mobile Robot Moving on a Muddy Road,,,https://doi.org/10.22541/au.173101401.16810534/v1,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
92,arxiv:2109.08771v2,Search-Based Task Planning with Learned Skill Effect Models for Lifelong Robotic Manipulation,2021,arXiv,http://arxiv.org/abs/2109.08771v2,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
93,doi:10.1109/icorr.2015.7281191,The role of skill level and motor task characteristics on the effectiveness of robotic training: first results,2015,,https://doi.org/10.1109/icorr.2015.7281191,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
94,doi:10.1115/dscc2015-9773,Hierarchical Hybrid Predictive Control of an Autonomous Road Vehicle,2015,"Volume 3: Multiagent Network Systems; Natural Gas and Heat Exchangers; Path Planning and Motion Control; Powertrain Systems; Rehab Robotics; Robot Manipulators; Rollover Prevention (AVS); Sensors and Actuators; Time Delay Systems; Tracking Control Systems; Uncertain Systems and Robustness; Unmanned, Ground and Surface Robotics; Vehicle Dynamics Control; Vibration and Control of Smart Structures/Mech Systems; Vibration Issues in Mechanical Systems",https://doi.org/10.1115/dscc2015-9773,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
95,doi:10.1109/dcc62719.2025.00095,LL-ICM: Image Compression for Low-Level Machine Vision via Large Vision-Language Model,2025,2025 Data Compression Conference (DCC),https://doi.org/10.1109/dcc62719.2025.00095,Addresses hierarchical robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Hierarchical failure containment keeps action-critical alternatives explicit until a physical observation collapses them.
